amt,lat,long,merch_lat,merch_long,city_pop,distance,time_since_last_transaction
107.69,37.1935,-89.0933,37.446584,-88.22013299999999,639,0.9091051209541265,0.0
168.42,36385,-98.0727,35.594928,-97.620498,1078,0.910329838019161,847.0
89.35,44.5995,-86.2141,44.630758,-87.12389399999999,372,0.9103308107495778,0.0
53.49,39.6747,-76.8941,39.102729,-76.185062,11751,0.9109806311250503,910.0
3.26,40.9918,-73.98,41.831174,-74.335559,4664,0.9115760606537442,0.0
46.24,32.3929,-91.4714,32.676083,-90.60461,6581,0.9118758224610497,0.0
104.08,41.0552,-110.1603,41.677942,-110.829354,49,0.9140245365853082,0.0
959.59,38.5294,-82.6654,37.735337,-82.210806,21635,0.9149818319535106,702.0
187.27,38.7894,-77.2818,38.301944,-76.507232,43102,0.9151879252699988,0.0
22.95,42.9993,-88.2196,43.375041,-89.055065,95015,0.9160693561657887,0.0
110.63,34.9572,-81.9916,35.5489,-81.29112099999999,530,0.9169404121539335,0.0
52.59,44.3346,-73098,45.084808,-73.626071,4542,0.9174263045634771,0.0
45.0,46.2306,-112.1138,47.034331,-112.561071,1939,0.9198015371817984,0.0
92.62,40.4679,-77.8967,40.827223,-78.74356,1334,0.9199374315294538,0.0
7.38,34.2853,-91.3336,33.620816,-91.970425,5161,0.9203722436498204,1967.0
3.14,20.0827,-155488,20.995398,-155.36936200000002,4878,0.9203763438115947,10251.0
55.81,31.9571,-98.9656,31.62308,-98.107596,1791,0.9207280947250328,15573.0
71.03,40.9051,-73.3309,39.998965000000005,-73.16026600000001,21902,0.9220610609829388,0.0
57.47,38.8938,-86.5246,39.005042,-85.60916800000001,1228,0.922166215596729,0.0
77.59,41.0646,-87.5917,41.81826,-88.129609,2135,0.9259316864007865,332.0
6.05,41.6983,-70.3001,41.767862,-69.37527,1850,0.9274423975342079,0.0
57.23,35.5762,-91.4539,36.144895,-92.188172,111,0.9287461294718721,0.0
236.18,43.6498,-116.4306,44.404099,-115.887498,84106,0.9294766074544372,0.0
16.85,38.5319,-93.9221,39.04432,-94.698256,467,0.9300496721874586,0.0
30.86,41.0472,-79.8089,41.418846,-80.661913,139,0.9304579127961733,17323.0
707.5,40.3359,-79.6607,40.601968,-78.768636,1472,0.9308976102235986,14519.0
32.82,43.196000000000005,-72.3001,42.348367,-72.68946700000001,477,0.9327852718487833,0.0
88.67,35.0296,-82.5136,34.276436,-83.06394499999999,5648,0.9328106077446805,0.0
9.09,40.7641,-84.0973,39.995553,-83.56832,86954,0.9329974981793904,0.0
1055.47,40.7692,-103.0968,39.940564,-103.528231,648,0.9342217768051633,0.0
56.62,40.2158,-83.9579,40.684998,-83.147487,133,0.9364379284143685,0.0
1.75,40.5553,-77.4001,41.16629,-78.10994000000001,1909,0.9365797380362296,4411.0
57.57,33.5623,-112.0559,32.635757,-112.19588600000002,1312922,0.9370581684426056,0.0
84.58,40.4542,-98.6538,40.310753000000005,-99.581023,331,0.9382534484551573,9636.0
289.69,34.0442,-94.3386,34.90683,-94.7085,11253,0.9385928440490082,846.0
53.86,35.1791,-91.2594,34.499078999999995,-91.906871,37,0.9389607320234428,0.0
34.11,30251,-92.5002,30.474879,-91.588063,1261,0.939210154017727,0.0
218.71,39.5994,-105.0044,39.335171,-104.102882,320420,0.9394422115090519,0.0
196.36,36.3011,-91.5281,36.566535,-90.626008,4726,0.9403327685925844,0.0
93.78,37.1046,-83.5706,37.980808,-83.228597,467,0.9405883856783546,11639.0
60.78,38.8029,-77.2116,39.526893,-76.609434,104396,0.9416845308302635,0.0
54.47,42728,-71181,42.114749,-70.460861,47249,0.9458736534664671,8090.0
76.37,43.2326,-86.2492,44.036016,-86.754147,128715,0.948919776306195,0.0
6.32,36.1486,-105.6648,36.867679,-105.042958,247,0.9506640212004461,0.0
3.66,40.6761,-91.0391,40.7433,-90.088705,725,0.9527678080335211,0.0
79.39,44.6255,-116.4493,43.673602,-116.40606,129,0.9528795831604325,15379.0
8.29,32.6205,-94.2,33.193514,-93.437407,2807,0.9538831835424164,0.0
7.33,43.0498,-78851,43.1763,-77.901777,45100,0.9576150342016392,0.0
62.03,38.2586,-78.4074,39.202859,-78.247865,9815,0.95764109942399,0.0
56.57,45.7801,-111.1439,46.567253,-111.692333,18182,0.9593688554972006,0.0
46.66,40.1362,-95.2138,41.071606,-94.999602,1631,0.9596171986995675,5258.0
55.6,41.8114,-93.4855,41.081282,-92.85909,1195,0.9620092421718229,3128.0
1.95,41.71,-111.9817,41.930677,-111.044483,2078,0.9628468431780873,0.0
9.41,36802,-87.8286,36.121165000000005,-88.50975799999999,13422,0.9630745133108797,0.0
52.53,47.1709,-100.7944,46.339438,-100.307572,1190,0.9634991224842946,0.0
79.27,38.1372,-81.5962,38.686653,-80.803493,630,0.9645117868942756,9240.0
1.91,40.3359,-79.6607,41.144024,-80.187862,1472,0.9648648473335467,2224.0
75.76,34.7789,-86.5438,33.816815000000005,-86.429446,190178,0.9688572570513115,0.0
109.17,37.9943,-88.9417,37.878619,-89.903994,324,0.9692222842036807,0.0
59.67,41.5205,-80.0573,40.891784,-79.319239,5507,0.9695451760371969,0.0
334.28,37.7184,-77186,37.751241,-78.15634,976,0.9708955901027599,776.0
127.88,38097,-86.1723,38.860981,-86.77339599999999,350,0.9721025509569361,0.0
307.09,64.7556,-165.6723,64.909145,-164.71208700000005,145,0.9724119869653544,591.0
26.86,41.5378,-88.0572,41.345986,-87.10194200000001,128354,0.9743256422572341,7303.0
327.0,36385,-98.0727,36.384092,-99.048472,1078,0.9757724224674584,0.0
220.11,42.1808,-112262,43.150704,-112.154481,4154,0.975845328203706,0.0
929.28,42.0716,-75.0152,42.996841,-74.70223399999999,1228,0.9767387702129032,22269.0
83.1,41.2419,-81.7453,42.206551,-81.59184499999999,7646,0.976780419964485,0.0
64.47,41.0472,-79.8089,40.068764,-79.826882,139,0.9786012254335217,401.0
61.39,48.8878,-118.2105,48.394218,-117.36356299999998,149,0.9802680616510034,17834.0
205.79,40.0369,-75.0664,40.650005,-74.29818399999999,1526206,0.9828802387274919,7071.0
42.83,26.1184,-81.7361,26.599772,-80.87758000000001,276002,0.98426398531287,6197.0
68.07,41.0935,-81.0425,41.364657,-81.988798,2644,0.9843810357036542,10823.0
341.67,38.9763,-87.3667,38.674491,-88.305767,4081,0.9863749302217769,0.0
69.64,41.6125,-122.5258,41.673903,-123.51086,589,0.9869719003137735,3476.0
15.44,28.06,-82.4079,28.721023,-83.14216400000001,717255,0.9879752164022209,0.0
94.63,40375,-75.2045,40.653382,-76.15266700000001,2158,0.9881888472417727,0.0
316.93,40.3359,-79.6607,39.528505,-80.23307700000001,1472,0.989697992396672,11700.0
3.32,45.5303,-122.7033,44.727585,-123.282623,841711,0.9899325782870272,0.0
73.5,33.6547,-97.1583,33.900147,-98.117436,26120,0.9900434820274315,0.0
2.87,32.69,-96.9177,33.653674,-96.689819,1263321,0.9902511441230488,0.0
14.03,41.5744,-75.5881,40.868184,-76.283066,6508,0.9908172282575671,0.0
49.1,41.4193,-99.3844,40.722191,-98.680216,73,0.9908764119389428,3616.0
4.86,44.1111,-94.9134,45.004997,-95.344122,914,0.9922566643227987,0.0
494.44,30.8635,-87.7644,29.992701,-87.286355,19090,0.9933870949564382,0.0
42.14,47.1709,-100.7944,47.113866,-101.78625,1190,0.9934884496842422,3953.0
90.24,41.5378,-88.0572,42.328516,-88.660452,128354,0.9945575740800628,0.0
57.5,43.3392,-75.7543,42.740793,-74.959902,6460,0.9945647892686548,0.0
6.77,43.8065,-73.0882,42.903622,-72.668596,5895,0.9956185010836268,0.0
78.43,41.4768,-95.3509,42.465418,-95.211895,2036,0.9983425964812901,4004.0
909.66,38.2507,-85.7476,39.081318,-86.30158,736284,0.9984087851796964,0.0
77.01,40.5553,-77.4001,40.494014,-78.398475,1909,1.0002542748826522,0.0
8.65,39.9636,-79.7853,39.064097,-79.342751,184,1.0024745704555327,0.0
1.47,40.4542,-98.6538,41.14486,-99.38762,331,1.0077217016617204,0.0
140.33,44.3566,-103.6999,44.004126,-104.644098,1979,1.0078431345601362,0.0
5.82,29.9975,-90.2146,29.471413,-91.074361,137067,1.0079466794875542,0.0
1177.79,40029,-93.1607,39.288305,-92.476947,602,1.008041292821885,38067.0
1.25,36.2201,-91.6421,35.354207,-91.123965,2856,1.0090760950859954,1125.0
68.38,30.2816,-99241,31.161929,-99.739361,2395,1.0116040898306027,0.0
72.35,40.0113,-80.9701,39.308098,-81.698525,128,1.0124702629850413,0.0
6.96,31.3833,-95.0619,31.166149,-94.072786,43,1.012670263114801,0.0
48.39,42.1782,-83.2461,41.566092,-82.43762199999999,15623,1.0140576315713086,0.0
61.99,39.5483,-119.7957,38.573952,-120.084189,276896,1.016159400992284,0.0
108.59,43.5336,-95.6515,44.51103,-95.934394,399,1.0175452914421037,0.0
909.29,40029,-93.1607,40.977312,-93.55098,602,1.0254823878273,17670.0
9.63,27.2625,-80.3793,26.456712,-79.74492099999999,181438,1.0255393783687743,0.0
6.28,43.6088,-83.95299999999999,44.550654,-83.541634,67858,1.0277698882882238,0.0
49.58,31882,-88.9981,31.286058,-89.83630699999999,4573,1.028463826399838,0.0
78.13,39.4336,-91.0664,40.247129,-91.699005,4593,1.0305428277689395,0.0
182.1,38.6207,-83.8067,39.499829,-83.26249,14228,1.0339401930194054,0.0
5.24,31.3833,-95.0619,30.563223,-95.693082,43,1.0348511985077895,571.0
74.6,29.3641,-98.4924,28.654435,-97.738555,1595797,1.0353292694838676,0.0
193.9,42.9385,-88395,43.845724,-87.888665,2328,1.0389564564508906,8544.0
30.12,41.4682,-72.5751,41.101428000000006,-73.549658,5438,1.0412900630218143,0.0
57.43,40.8295,-72.6473,41.669034,-73.27160500000001,3255,1.0462189398883053,897.0
67.0,37.2692,-82.9161,37.821068,-82.027048,798,1.0464089774691396,561.0
996.93,38.5294,-82.6654,37.786024,-81.92846899999999,21635,1.0467450387448827,901.0
31.8,32.3697,-81.3618,31.648009,-80.60297299999999,9034,1.0472135958867328,0.0
75.19,41.5205,-80.0573,42.124225,-79.201431,5507,1.0473755872589368,8358.0
9.11,36.3846,-89.4649,35.392677,-89.808577,5577,1.0497738414811066,16821.0
25.2,46.1664,-103.7079,45.316176,-103.08214,475,1.0556781838117177,0.0
92.84,48.2777,-112.8456,49.080153,-113.53238,743,1.056218531180455,0.0
90.54,33.9143,-118.3493,32.990285,-117.836803,93193,1.0566252387833592,0.0
52.09,30.8635,-87.7644,29.972385,-87.19384000000001,19090,1.0581231765843628,3168.0
78.08,29.6047,-96.5249,28.778073,-95.862519,106,1.0592737069756797,0.0
60.2,30.1886,-103.2214,29.335557,-103.852785,498,1.061286661592424,0.0
67.8,41.141000000000005,-84.5722,41.50568,-85.571276,6284,1.063552704935679,12104.0
500.92,33.3645,-81.2718,34.3281,-81.727628,4913,1.0659756683827246,0.0
123.0,39.013000000000005,-86.5457,39.466694,-85.579429,76,1.0674820331401258,0.0
494.16,37.9931,-100.9893,38.918827,-100.452065,2691,1.0703232800205733,4157.0
4.08,40817,-74.0,40.148746,-74.840312,13835,1.0736329288262316,0.0
29.19,38.2427,-122.9145,38.882246,-122.050228,337,1.075167510716355,0.0
18.86,43.7588,-97.8712,42.903425,-97.212673,355,1.0795018297131378,59256.0
19.1,36.2201,-91.6421,35.351381,-91.000865,2856,1.0797476678307718,0.0
24.74,40.7491,-95038,40.275891,-96.011548,7297,1.0824612999941443,0.0
7.77,39.3716,-77.8229,40.103866,-78.624459,1925,1.0856842659065247,0.0
1.14,44.5232,-86.2061,45.290031,-85.436689,680,1.0862886676579122,10748.0
333.09,42.0716,-75.0152,42.908018,-75.716922,1228,1.0917915716875672,2935.0
199.55,39.5994,-105.0044,38.619691,-105.498059,320420,1.097054662704641,19201.0
89.11,39.7795,-93.3014,40.773306,-92.821257,964,1.1037153917949123,0.0
636.41,39.2136,-95.4404,39.936995,-94.604311,2661,1.105597187924249,0.0
184.79,46.0062,-86.2555,46.730990000000006,-85.416761,6469,1.1085141650971424,60.0
1.82,30.9788,-84.7373,31.973466,-84.244731,1461,1.109948048927066,0.0
2.55,35.8072,-78.0892,36.74987,-78.67787,6629,1.1113771177237686,0.0
53.62,40.8555,-79.7372,39.873208,-80.25985,2054,1.1126817135928857,0.0
89.52,32.9413,-81.1807,33.936761,-81.678842,1725,1.1131433217178275,0.0
48.93,39.6747,-76.8941,40.309648,-75.974171,11751,1.1177782999078998,0.0
8.34,36.0435,-84.04,37.022409,-84.583141,25459,1.1194931782561222,0.0
7.6,42.8223,-83.2829,43.792501,-82.722889,24840,1.1202242188606748,0.0
226.33,37.7773,-119.0825,36.819789,-119.670559,633,1.1236728628039367,0.0
9.23,40.7699,-73.9511,41.395142,-74.887524,1577385,1.1259740078438776,0.0
52.67,38.9621,-94.5959,39.662816,-93.712244,545147,1.1277636450036874,0.0
7.16,45.7205,-98.5534,46.584094,-97.827871,63,1.127912641420864,0.0
3.19,40.1362,-95.2138,39.299707,-95.975808,1631,1.131537330852588,0.0
94.23,43.196000000000005,-72.3001,42.450395,-71.4485,477,1.1318786931579794,6556.0
56.09,36.8347,-84.4436,35.945631,-83.73349499999999,1565,1.1378456827645904,0.0
8.61,37.1788,-82695,37.813963,-83.641287,502,1.1396890465991245,538.0
122.89,40.4731,-80.9596,41.209485,-81.837882,2208,1.1461422859963746,0.0
101.82,44.2378,-95.2739,45.237609,-95.838842,1507,1.1483803811651436,0.0
9.97,38.6411,-100138,38.075226,-99.138453,269,1.1486111566082817,0.0
50.61,41.6858,-90.3706,41.027284,-89.416172,1426,1.159558592499743,0.0
16.16,39.8936,-79.7856,39.222743,-78.839099,328,1.160135016905357,0.0
7.09,39.8153,-91.2627,40.738949,-91.966795,1656,1.1614117462063178,0.0
898.81,40.3359,-79.6607,41.126312,-80.513488,1472,1.1627547044359685,238.0
4.5,40.3359,-79.6607,39.492341,-78.859114,1472,1.1636717328684232,2984.0
45.77,37.6848,-85.8784,36.687137,-85.278013,48194,1.1643865386279606,0.0
34.0,34.4596,-93.6743,35.277366,-94.505159,1383,1.1657906795977588,0.0
63.39,35.6069,-90.3359,34.798873,-89.494405,2470,1.166628247452459,0.0
186.73,26.7383,-80.27600000000001,27.610009,-79.49811,26551,1.168327622193803,0.0
46.81,35.1959,-83.8228,36.144585,-84.507591,5354,1.1700179241815063,0.0
124.33,29.8826,-84.5964,30.773425,-83.837856,217,1.1700248632234274,0.0
44.54,37.9931,-100.9893,37.162705,-100.15337,2691,1.178276207400031,0.0
175.51,34.3795,-118523,33.731713,-119.507821,34882,1.1787707153683546,7667.0
54.54,39.3426,-114.8859,38.69322,-115.87599,450,1.1840492356739187,0.0
208.58,37.9931,-100.9893,38.789411,-101.87309,2691,1.189620096005869,8915.0
48.31,39.7532,-105.6356,40.504011,-106.561224,565,1.1918460249113543,5834.0
6.5,39.9458,-75.9703,40.68934,-75.037038,3066,1.1932433499684811,4473.0
140.12,38.1981,-86.6821,39.00874,-85.803715,965,1.1952813132585256,0.0
711.66,40.3359,-79.6607,41.207335,-78.84093299999999,1472,1.1964183605720944,4328.0
94.53,38.5095,-78.2638,37.84676,-79.262334,395,1.1984550290920322,0.0
74.85,37.6787,-122478,38.544098,-123.311607,107941,1.2015882526277457,0.0
511.09,41.6125,-122.5258,42.412743,-121.617857,589,1.2102682968243068,7431.0
38.7,40.7491,-95038,39.880088,-94.193907,7297,1.2114763096292878,5119.0
47.01,40.6072,-83.9585,39.782182,-83.070633,2089,1.2120076361199215,0.0
63.89,29.5894,-98.5201,28.740953,-99.391846,1595797,1.2164717014073954,0.0
2.49,40029,-93.1607,39.052625,-92.428684,602,1.220309618449765,0.0
56.88,40.4308,-79.9205,41.417998,-79.185322,687276,1.2308722853683909,0.0
8.93,33.6751,-98.6576,32.878269,-97.719086,2317,1.231157248590525,0.0
202.71,48.4786,-122.3345,49.221275,-123.32192,14871,1.2355421530749156,653.0
79.27,41.1464,-81.5107,40.289887,-80.61976800000001,47772,1.23586987494355,0.0
56.98,36.8809,-82.0956,37.867296,-81.335353,9521,1.2453724622878983,9920.0
22.88,38.2427,-122.9145,39.060101,-121.969417,337,1.2495304204740276,6708.0
75.6,39.0945,-85.0638,39.886736,-84.086151,3289,1.2583463143733538,0.0
71.74,42.4999,-74.6117,43.392165000000006,-75.505542,1666,1.2629688639032348,0.0
81.25,35.0561,-106.5506,35.977961,-107.434031,641349,1.276823415779176,0.0
107.32,35.0583,-79008,34.170677000000005,-78.082572,238602,1.2822993306217507,0.0
150.61,40.9115,-74414,39.913117,-73.587618,15269,1.2960230802778885,0.0
106.82,30.8635,-87.7644,31.793916,-88.66851899999999,19090,1.297345404746551,2370.0
14.37,64.7556,-165.6723,65.65414200000001,-164.722603,145,1.3074028138156346,24020.0
664.73,42.0716,-75.0152,41.124211,-75.954718,1228,1.3342563433032655,16319.0
122.86,45.0838,-120.6649,44.189625,-121.655209,60,1.334264159042724,0.0
28.37,32.8357,-79.8217,33.791152000000004,-80.788125,20478,1.358994409454644,0.0
1092.68,35.9946,-81.7266,36.981465,-80.767836,885,1.3759109476710356,1206.0
2.16,38.8564,-80158,37.880328000000006,-79.17985999999999,571,1.3818373307969396,0.0
